Year,Ecoregion,StockKeyLabel,F.FMSy,SSB,F,Landings,Blim,Catches,AssessmentYear,FishingPressureDescription,StockSizeDescription,Discards,Flim,Fpa,Bpa,FMSY,MSYBtrigger,B.BMSY,Stock,Area,R,Method,Assessment_URL,source,Fref_point,Fref,Meeting_comments,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,version,stk_updated
2021,BoBiscay & Iberia,ane.27.8,NA,137584,0.203,27982,21000,27982,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,5.732666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,BoBiscay & Iberia,ane.27.8,NA,14130,0.08,1128,21000,1128,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,0.58875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,BoBiscay & Iberia,ane.27.8,NA,26988,0.388,10595,21000,10595,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.1245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,BoBiscay & Iberia,ane.27.8,NA,30387,0.533,16361,21000,16361,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.266125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Greater North Sea,anf.27.3a46,NA,NA,NA,11976,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Greater North Sea,anf.27.3a46,NA,39,NA,13728,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Greater North Sea,anf.27.3a46,NA,42,NA,12136,NA,NA,2022,NA,B_index,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Greater North Sea,anf.27.3a46,NA,88,NA,21719,NA,NA,2022,NA,B_index,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Greater North Sea,anf.27.3a46,NA,41,NA,13292,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Greater North Sea,anf.27.3a46,NA,48,NA,20143,NA,NA,2022,NA,B_index,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Greater North Sea,anf.27.3a46,NA,NA,NA,12008,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Greater North Sea,anf.27.3a46,NA,NA,NA,19157,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Greater North Sea,anf.27.3a46,NA,50,NA,14564,NA,NA,2022,NA,B_index,490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Greater North Sea,anf.27.3a46,NA,NA,NA,35100,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Greater North Sea,anf.27.3a46,NA,55,NA,NA,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Greater North Sea,anf.27.3a46,NA,78,NA,19412,NA,NA,2022,NA,B_index,981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Greater North Sea,anf.27.3a46,NA,NA,NA,21854,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Greater North Sea,anf.27.3a46,NA,38,NA,15372,NA,NA,2022,NA,B_index,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Greater North Sea,anf.27.3a46,NA,59,NA,21551,NA,NA,2022,NA,B_index,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Greater North Sea,anf.27.3a46,NA,33,NA,12902,NA,NA,2022,NA,B_index,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Greater North Sea,anf.27.3a46,NA,NA,NA,19682,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Greater North Sea,anf.27.3a46,NA,NA,NA,25293,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Greater North Sea,anf.27.3a46,NA,NA,NA,28913,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Greater North Sea,anf.27.3a46,NA,NA,NA,21872,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Greater North Sea,anf.27.3a46,NA,NA,NA,15067,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Greater North Sea,anf.27.3a46,NA,54,NA,15878,NA,NA,2022,NA,B_index,903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Greater North Sea,anf.27.3a46,NA,78,NA,21572,NA,NA,2022,NA,B_index,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Greater North Sea,anf.27.3a46,NA,NA,NA,25057,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Greater North Sea,anf.27.3a46,NA,NA,NA,19072,NA,NA,2022,NA,B_index,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Greater North Sea,anf.27.3a46,NA,68,NA,15663,NA,NA,2022,NA,B_index,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Greater North Sea,anf.27.3a46,NA,53,NA,14406,NA,NA,2022,NA,B_index,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Greater North Sea,anf.27.3a46,NA,36,NA,11143,NA,NA,2022,NA,B_index,590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Greater North Sea,anf.27.3a46,NA,NA,NA,32728,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Greater North Sea,anf.27.3a46,NA,NA,NA,23971,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Greater North Sea,anf.27.3a46,NA,NA,NA,17441,NA,NA,2022,NA,B_index,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Greater North Sea,anf.27.3a46,NA,38,NA,11375,NA,NA,2022,NA,B_index,687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,BoBiscay & Iberia,ank.27.78abd,1.312883436,15164,0.214,6739,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.903910348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,BoBiscay & Iberia,ank.27.78abd,1.220858896,15655,0.199,8093,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.93317835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,BoBiscay & Iberia,ank.27.78abd,1.26993865,15876,0.207,8114,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.946351931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,BoBiscay & Iberia,ank.27.78abd,1.472392638,15967,0.24,8599,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.951776347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,BoBiscay & Iberia,ank.27.78abd,1.012269939,18444,0.165,8287,12073,10400,2023,NA,Combined-sex SSB,2113,NA,0.257,16776,0.163,16776,1.099427754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,BoBiscay & Iberia,ank.27.78abd,1.208588957,20449,0.197,8217,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.218943729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,BoBiscay & Iberia,ank.27.78abd,1.067484663,19285,0.174,7620,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.149558894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BoBiscay & Iberia,ank.27.78abd,1.147239264,19082,0.187,8382,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.137458274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,BoBiscay & Iberia,ank.27.78abd,1.049079755,15359,0.171,6954,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.915534096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,BoBiscay & Iberia,ank.27.78abd,0.926380368,15142,0.151,5744,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.902598951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,BoBiscay & Iberia,ank.27.78abd,0.944785276,14472,0.154,6131,12073,6835,2023,NA,Combined-sex SSB,704,NA,0.257,16776,0.163,16776,0.862660944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,BoBiscay & Iberia,ank.27.78abd,0.687116564,15101,0.112,6608,12073,7021,2023,NA,Combined-sex SSB,413,NA,0.257,16776,0.163,16776,0.900154983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,BoBiscay & Iberia,ank.27.78abd,0.957055215,16519,0.156,7399,12073,8985,2023,NA,Combined-sex SSB,1585,NA,0.257,16776,0.163,16776,0.984680496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,BoBiscay & Iberia,ank.27.78abd,0.582822086,47436,0.095,10035,12073,12600,2023,NA,Combined-sex SSB,2564,NA,0.257,16776,0.163,16776,2.827610873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,BoBiscay & Iberia,ank.27.78abd,0.969325153,20885,0.158,8626,12073,10062,2023,NA,Combined-sex SSB,1436,NA,0.257,16776,0.163,16776,1.244933238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,BoBiscay & Iberia,ank.27.78abd,0.963190184,23406,0.157,9348,12073,10319,2023,NA,Combined-sex SSB,971,NA,0.257,16776,0.163,16776,1.395207439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,BoBiscay & Iberia,ank.27.78abd,0.920245399,25680,0.15,8429,12073,9888,2023,NA,Combined-sex SSB,1459,NA,0.257,16776,0.163,16776,1.530758226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BoBiscay & Iberia,ank.27.78abd,1.245398773,19050,0.203,8820,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.135550787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,BoBiscay & Iberia,ank.27.78abd,1.435582822,18931,0.234,9632,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.12845732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,BoBiscay & Iberia,ank.27.78abd,1.404907975,18044,0.229,8780,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.075584168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,BoBiscay & Iberia,ank.27.78abd,1.380368098,16889,0.225,8176,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,1.006735813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,BoBiscay & Iberia,ank.27.78abd,1.116564417,15633,0.182,6566,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.931866953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,BoBiscay & Iberia,ank.27.78abd,1.049079755,13057,0.171,7187,12073,7914,2023,NA,Combined-sex SSB,727,NA,0.257,16776,0.163,16776,0.778314258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,BoBiscay & Iberia,ank.27.78abd,0.582822086,32073,0.095,10076,12073,10805,2023,NA,Combined-sex SSB,730,NA,0.257,16776,0.163,16776,1.91183834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,BoBiscay & Iberia,ank.27.78abd,0.674846626,37220,0.11,9680,12073,10778,2023,NA,Combined-sex SSB,1099,NA,0.257,16776,0.163,16776,2.218645684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,BoBiscay & Iberia,ank.27.78abd,0.564417178,40906,0.092,8676,12073,9615,2023,NA,Combined-sex SSB,939,NA,0.257,16776,0.163,16776,2.43836433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,BoBiscay & Iberia,ank.27.78abd,0.564417178,44346,0.092,8965,12073,11131,2023,NA,Combined-sex SSB,2166,NA,0.257,16776,0.163,16776,2.64341917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,BoBiscay & Iberia,ank.27.78abd,NA,50975,NA,NA,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,3.038567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BoBiscay & Iberia,ank.27.78abd,1.196319018,11840,0.195,6505,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.705770148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,BoBiscay & Iberia,ank.27.78abd,1.122699387,11194,0.183,8171,12073,8351,2023,NA,Combined-sex SSB,179,NA,0.257,16776,0.163,16776,0.667262756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,BoBiscay & Iberia,ank.27.78abd,1.466257669,14393,0.239,6645,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.857951836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,BoBiscay & Iberia,ank.27.78abd,1.294478528,13002,0.211,5728,12073,NA,2023,NA,Combined-sex SSB,NA,NA,0.257,16776,0.163,16776,0.775035765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,BoBiscay & Iberia,ank.27.78abd,1.134969325,27316,0.185,10475,12073,12760,2023,NA,Combined-sex SSB,2285,NA,0.257,16776,0.163,16776,1.628278493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,BoBiscay & Iberia,ank.27.78abd,1.055214724,26754,0.172,9832,12073,12402,2023,NA,Combined-sex SSB,2570,NA,0.257,16776,0.163,16776,1.594778255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,BoBiscay & Iberia,ank.27.78abd,1.411042945,11897,0.23,7537,12073,8213,2023,NA,Combined-sex SSB,676,NA,0.257,16776,0.163,16776,0.709167859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,BoBiscay & Iberia,ank.27.78abd,0.914110429,29090,0.149,11690,12073,13460,2023,NA,Combined-sex SSB,1770,NA,0.257,16776,0.163,16776,1.734024797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,BoBiscay & Iberia,ank.27.78abd,0.773006135,26143,0.126,9649,12073,11109,2023,NA,Combined-sex SSB,1460,NA,0.257,16776,0.163,16776,1.558357177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,BoBiscay & Iberia,ank.27.78abd,0.901840491,27255,0.147,10220,12073,12660,2023,NA,Combined-sex SSB,2441,NA,0.257,16776,0.163,16776,1.624642346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,BoBiscay & Iberia,ank.27.8c9a,1.52,0.68,1.52,1580,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,BoBiscay & Iberia,ank.27.8c9a,1.69,0.65,1.69,1843,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,BoBiscay & Iberia,ank.27.8c9a,1.43,1.01,1.43,2334,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,BoBiscay & Iberia,ank.27.8c9a,1.45,0.94,1.45,2162,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,BoBiscay & Iberia,ank.27.8c9a,1.69,0.86,1.69,2111,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,BoBiscay & Iberia,ank.27.8c9a,1.62,0.79,1.62,2227,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,BoBiscay & Iberia,ank.27.8c9a,0.94,0.61,0.94,933,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,BoBiscay & Iberia,ank.27.8c9a,0.93,1.42,0.93,2110,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,BoBiscay & Iberia,ank.27.8c9a,1.01,1.4,1.01,2300,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,BoBiscay & Iberia,ank.27.8c9a,1.07,1.38,1.07,2369,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BoBiscay & Iberia,ank.27.8c9a,1.41,1.09,1.41,2578,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BoBiscay & Iberia,ank.27.8c9a,1.68,1.26,1.68,3700,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BoBiscay & Iberia,ank.27.8c9a,0.89,0.52,0.89,810,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,BoBiscay & Iberia,ank.27.8c9a,0.99,0.57,0.99,934,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,BoBiscay & Iberia,ank.27.8c9a,0.94,0.6,0.94,993,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,BoBiscay & Iberia,ank.27.8c9a,0.37,1.11,0.37,773,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,BoBiscay & Iberia,ank.27.8c9a,1.11,0.64,1.11,1161,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,BoBiscay & Iberia,ank.27.8c9a,0.97,0.7,0.97,1306,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,BoBiscay & Iberia,ank.27.8c9a,0.69,0.72,0.69,957,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,BoBiscay & Iberia,ank.27.8c9a,1.01,1.35,1.01,2379,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,BoBiscay & Iberia,ank.27.8c9a,0.86,1.29,0.86,1929,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,BoBiscay & Iberia,ank.27.8c9a,0.96,1.24,0.96,1833,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,BoBiscay & Iberia,ank.27.8c9a,1.42,1.27,1.42,2563,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,BoBiscay & Iberia,ank.27.8c9a,1.92,1.33,1.92,3832,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,BoBiscay & Iberia,ank.27.8c9a,1,0.52,1,1013,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,BoBiscay & Iberia,ank.27.8c9a,0.58,1.05,0.58,1071,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,BoBiscay & Iberia,ank.27.8c9a,0.57,1.06,0.57,998,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,BoBiscay & Iberia,ank.27.8c9a,0.57,1.07,0.57,1047,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,BoBiscay & Iberia,ank.27.8c9a,0.51,1.1,0.51,1014,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,BoBiscay & Iberia,ank.27.8c9a,0.35,1.13,0.35,669,0.3,NA,2023,F/Fmsy,B/Bmsy,NA,1.7,NA,NA,1,0.5,2.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
